,id_student,login_frequency,total_clicks,activity_std,submission_delay,avg_score,study_status,withdrawal_status,gender,region,highest_education,imd_band,age_band
4759,472182,471,1503,15.446963962286372,4.666666666666667,74.0,unfinished,late withdrawal,F,South East Region,A Level or Equivalent,20-30%,0-35
4760,472257,2541,4844,74.29688856048807,-0.5714285714285714,73.14285714285714,finished,didn't withdraw,M,West Midlands Region,A Level or Equivalent,90-100%,0-35
4761,472262,2475,4840,61.40098944399996,1.9090909090909092,68.18181818181819,finished,didn't withdraw,F,London Region,Lower Than A Level,60-70%,35-55
4762,472284,3843,8771,74.29688856048807,-1.4285714285714286,94.14285714285714,finished,didn't withdraw,M,Yorkshire Region,Lower Than A Level,50-60%,0-35
4763,472290,3368,10206,52.84777659717437,-0.7222222222222222,86.29629629629629,unfinished,normal withdrawal,M,North Region,A Level or Equivalent,30-40%,0-35
4764,472309,1260,4146,79.06465885413203,-51.756410256410255,60.166666666666664,unfinished,late withdrawal,F,London Region,Post Graduate Qualification,20-30%,35-55
4765,472327,1573,3674,61.40098944399996,2.8181818181818183,66.54545454545455,finished,didn't withdraw,M,East Anglian Region,Lower Than A Level,70-80%,0-35
4766,472336,1636,6984,49.440873778686395,0.5,83.0,finished,didn't withdraw,M,Scotland,A Level or Equivalent,90-100%,35-55
4767,472341,1140,4440,96.11560384415,-104.0,87.25,finished,didn't withdraw,M,Scotland,A Level or Equivalent,90-100%,0-35
4768,472348,128,244,14.528486606557582,1.5,38.0,unfinished,late withdrawal,F,London Region,No Formal quals,10-20,0-35
4769,472511,2241,6579,56.7863694584572,-39.0,86.66666666666667,finished,didn't withdraw,M,West Midlands Region,Lower Than A Level,20-30%,0-35
4770,472584,3630,9295,62.067250782381755,-0.8181818181818182,52.36363636363637,finished,didn't withdraw,M,East Midlands Region,Lower Than A Level,60-70%,0-35
4771,472586,1017,2916,47.11149496403695,2.3333333333333335,73.77777777777777,finished,didn't withdraw,F,East Anglian Region,HE Qualification,80-90%,0-35
4772,472602,6744,39660,73.82677127480753,-6.916666666666667,66.16666666666667,finished,didn't withdraw,M,Scotland,HE Qualification,40-50%,0-35
4773,472616,2136,3714,61.78866904733836,-0.3333333333333333,72.16666666666667,finished,didn't withdraw,M,East Anglian Region,Lower Than A Level,90-100%,0-35
4774,472651,9568,30029,72.32059503655715,-0.6456692913385826,88.15748031496064,finished,didn't withdraw,M,South West Region,HE Qualification,70-80%,35-55
4775,472736,7104,37040,70.74959562916344,0.625,95.75,finished,didn't withdraw,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35
4776,472762,8364,35060,65.27264033082754,-0.46,89.63,finished,didn't withdraw,M,West Midlands Region,A Level or Equivalent,60-70%,0-35
4777,472810,180,471,2.5724787771376314,0.0,69.88235294117646,unfinished,late withdrawal,M,East Anglian Region,Lower Than A Level,70-80%,0-35
4778,472857,916,2820,49.440873778686395,-0.25,60.5,finished,didn't withdraw,M,Wales,A Level or Equivalent,30-40%,0-35
4779,472911,1645,6601,62.65879826488855,-28.857142857142858,67.85714285714286,finished,didn't withdraw,F,South Region,A Level or Equivalent,50-60%,35-55
4780,472949,1105,2488,46.313367430679506,-55.851851851851855,89.35185185185185,finished,didn't withdraw,F,London Region,HE Qualification,20-30%,35-55
4781,473008,12866,31416,67.51498087380526,0.0,72.5,finished,didn't withdraw,F,Ireland,Lower Than A Level,0-10%,0-35
4782,473081,795,3100,13.000557401651022,-3.7916666666666665,83.58333333333333,unfinished,normal withdrawal,F,Scotland,Lower Than A Level,70-80%,35-55
4783,473082,1440,5238,53.71952376969246,2.3333333333333335,56.333333333333336,unfinished,late withdrawal,M,Scotland,A Level or Equivalent,90-100%,35-55
4784,473095,2180,5978,56.50082046605967,4.723404255319149,77.79787234042553,finished,didn't withdraw,F,East Midlands Region,A Level or Equivalent,40-50%,0-35
4785,473102,4370,16150,78.79145967455521,-82.1,44.2,unfinished,late withdrawal,F,South East Region,Lower Than A Level,30-40%,35-55
4786,473104,9730,32039,79.06233322235192,0.2857142857142857,52.714285714285715,finished,didn't withdraw,F,East Anglian Region,Lower Than A Level,80-90%,35-55
4787,473129,954,1818,61.95589173214445,-0.8333333333333334,78.0,finished,didn't withdraw,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35
4788,473162,23412,92880,73.73830297307703,-42.166666666666664,91.33333333333333,finished,didn't withdraw,F,South East Region,Lower Than A Level,80-90%,0-35
4789,473265,148,377,0.0,0.0,51.0,unfinished,late withdrawal,F,South East Region,Lower Than A Level,40-50%,35-55
4790,473271,2353,8307,73.69981445432825,-24.571428571428573,71.92857142857143,finished,didn't withdraw,F,South East Region,A Level or Equivalent,60-70%,0-35
4791,473328,2088,4887,52.04086444638525,4.777777777777778,85.33333333333333,finished,didn't withdraw,F,South East Region,Lower Than A Level,40-50%,0-35
4792,473340,804,2046,84.31837671873355,-3.0,53.5,finished,didn't withdraw,M,South Region,Lower Than A Level,60-70%,0-35
4793,473378,2172,6168,37.302471218062195,-1.0,86.0,unfinished,late withdrawal,M,South West Region,A Level or Equivalent,80-90%,0-35
4794,473491,9338,30960,84.60487463482926,-48.795180722891565,88.1987951807229,unfinished,late withdrawal,M,North Region,Lower Than A Level,10-20,0-35
4795,473509,265,1275,0.0,5.0,77.0,finished,didn't withdraw,M,West Midlands Region,Lower Than A Level,90-100%,35-55
4796,473640,4176,10362,53.490179459932236,1.1864406779661016,21.76271186440678,unfinished,late withdrawal,M,North Western Region,Lower Than A Level,0-10%,35-55
4797,473706,288,1202,0.0,-5.0,91.0,finished,didn't withdraw,M,Ireland,Lower Than A Level,10-20,0-35
4798,473739,1368,5272,49.440873778686395,0.0,83.25,finished,didn't withdraw,M,South Region,Lower Than A Level,50-60%,0-35
4799,473789,15084,61872,73.73830297307703,-48.5,78.91666666666667,finished,didn't withdraw,M,South Region,Lower Than A Level,80-90%,35-55
4800,473924,4995,25677,58.54520662392433,-47.77777777777778,92.77777777777777,finished,didn't withdraw,F,London Region,A Level or Equivalent,60-70%,35-55
4801,473943,838,2862,18.00735143996343,0.0,53.0,finished,didn't withdraw,M,Wales,Lower Than A Level,0-10%,0-35
4802,473965,3744,11188,76.16626881402622,0.47,78.11,finished,didn't withdraw,M,East Midlands Region,A Level or Equivalent,60-70%,35-55
4803,474067,1176,4416,60.60064881140826,-28.5,80.0,finished,didn't withdraw,F,South East Region,Lower Than A Level,40-50%,35-55
4804,474071,1830,3730,64.39194971738158,2.6,76.2,finished,didn't withdraw,M,East Anglian Region,Lower Than A Level,90-100%,0-35
4805,474119,87,197,0.0,0.0,55.0,unfinished,late withdrawal,M,East Anglian Region,A Level or Equivalent,60-70%,0-35
4806,474126,7860,34116,79.23569958917174,-54.0,79.16666666666667,finished,didn't withdraw,M,East Anglian Region,Lower Than A Level,20-30%,0-35
4807,474133,6588,19632,67.04502229103666,3.6666666666666665,56.916666666666664,finished,didn't withdraw,M,South West Region,Lower Than A Level,40-50%,35-55
4808,474153,2123,5263,33.14457926989313,0.5283018867924528,46.924528301886795,unfinished,late withdrawal,M,London Region,Lower Than A Level,0-10%,0-35
4809,474246,763,1906,24.898556631516996,-1.7894736842105263,80.8157894736842,finished,didn't withdraw,M,South East Region,Lower Than A Level,10-20,0-35
4810,474283,309,1164,21.1163443805977,1.3333333333333333,34.666666666666664,finished,didn't withdraw,M,South Region,A Level or Equivalent,80-90%,0-35
4811,474290,684,2032,52.769309262108024,-1.5,85.0,finished,didn't withdraw,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35
4812,474385,80,136,14.459137825841022,-40.0,70.5,unfinished,late withdrawal,F,North Western Region,Lower Than A Level,50-60%,0-35
4813,474387,1845,7820,66.19619599067883,-11.2,91.0,finished,didn't withdraw,F,East Midlands Region,Lower Than A Level,30-40%,35-55
4814,474408,2055,9065,66.19619599067883,-1.6,79.0,finished,didn't withdraw,F,London Region,Lower Than A Level,20-30%,35-55
4815,474451,1122,2388,19.186106084004294,3.9215686274509802,34.03921568627451,finished,didn't withdraw,M,North Western Region,Lower Than A Level,0-10%,0-35
4816,474464,11662,32452,67.53705541448791,0.5,69.07142857142857,finished,didn't withdraw,M,South Region,Lower Than A Level,90-100%,35-55
4817,474495,4215,14714,75.62753681248867,-0.43243243243243246,86.78378378378379,finished,didn't withdraw,M,South West Region,A Level or Equivalent,20-30%,0-35
4818,474508,694,1732,14.363696929192157,0.0,63.5,unfinished,late withdrawal,F,East Midlands Region,HE Qualification,30-40%,0-35
4819,474607,392,875,58.96423057926626,-3.857142857142857,31.285714285714285,finished,didn't withdraw,F,South West Region,Lower Than A Level,20-30%,0-35
4820,474628,7160,23476,64.58351472188374,0.6666666666666666,80.58333333333333,finished,didn't withdraw,M,South West Region,HE Qualification,80-90%,0-35
4821,474633,18116,40306,67.51498087380526,0.2857142857142857,76.78571428571429,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,60-70%,0-35
4822,474667,7416,38040,80.1500928457202,-25.083333333333332,71.5,finished,didn't withdraw,M,London Region,Lower Than A Level,60-70%,0-35
4823,474674,48,144,0.0,0.0,78.0,unfinished,late withdrawal,F,East Midlands Region,Lower Than A Level,30-40%,0-35
4824,474677,486,1718,14.434559440414493,2.0588235294117645,74.76470588235294,finished,didn't withdraw,M,London Region,Lower Than A Level,20-30%,0-35
4825,474740,4389,11264,62.098909672878285,0.0,57.54545454545455,finished,didn't withdraw,M,East Midlands Region,A Level or Equivalent,40-50%,0-35
4826,474759,51,152,0.0,2.0,46.0,finished,didn't withdraw,F,South Region,Lower Than A Level,90-100%,35-55
4827,474902,4746,12453,78.9986503016501,-4.571428571428571,56.142857142857146,finished,didn't withdraw,M,South Region,Lower Than A Level,60-70%,35-55
4828,474949,8268,34572,79.2697721341089,-56.0,64.83333333333333,finished,didn't withdraw,M,London Region,A Level or Equivalent,40-50%,0-35
4829,475015,10452,37428,80.05662331789254,-47.833333333333336,72.16666666666667,finished,didn't withdraw,M,Wales,A Level or Equivalent,60-70%,0-35
4830,475065,5864,23984,70.81195755896975,1.0,79.625,finished,didn't withdraw,M,North Western Region,HE Qualification,90-100%,0-35
4831,475095,1856,4240,58.499762582614146,3.125,77.375,finished,didn't withdraw,M,South West Region,A Level or Equivalent,20-30%,0-35
4832,475149,2182,7180,71.0600491985846,-8.385416666666666,80.92708333333333,unfinished,late withdrawal,M,East Midlands Region,HE Qualification,80-90%,0-35
4833,475163,1208,5228,35.7373934461172,5.5,75.0,unfinished,late withdrawal,M,Wales,Lower Than A Level,20-30%,35-55
4834,475215,339,1191,15.446963962286372,-0.6666666666666666,96.0,unfinished,late withdrawal,F,Scotland,A Level or Equivalent,40-50%,0-35
4835,475241,82,190,18.278153875348274,0.5,70.0,finished,didn't withdraw,F,Scotland,Lower Than A Level,30-40%,0-35
4836,475253,8988,30864,79.2697721341089,-47.75,79.0,finished,didn't withdraw,M,West Midlands Region,A Level or Equivalent,60-70%,0-35
4837,475363,500,1645,66.4121711028049,-11.0,49.2,finished,didn't withdraw,F,Wales,A Level or Equivalent,20-30%,0-35
4838,475370,1932,8700,49.440873778686395,-0.5,90.75,finished,didn't withdraw,M,North Western Region,Lower Than A Level,80-90%,0-35
4839,475443,746,1452,14.363696929192157,2.5,37.0,unfinished,late withdrawal,M,West Midlands Region,Lower Than A Level,10-20,0-35
4840,475460,532,1351,58.229989758861144,0.14285714285714285,59.285714285714285,finished,didn't withdraw,F,East Anglian Region,A Level or Equivalent,20-30%,0-35
4841,475480,142,353,0.0,2.0,60.0,unfinished,normal withdrawal,M,North Western Region,A Level or Equivalent,0-10%,0-35
4842,475497,298,1172,18.16060825819698,-5.0,71.5,finished,didn't withdraw,M,Scotland,A Level or Equivalent,50-60%,0-35
4843,475556,32,67,0.0,2.0,50.0,unfinished,normal withdrawal,M,East Midlands Region,A Level or Equivalent,90-100%,0-35
4844,475594,738,2409,15.446963962286372,1.6666666666666667,86.66666666666667,finished,didn't withdraw,F,East Midlands Region,A Level or Equivalent,80-90%,0-35
4845,475619,5706,15579,41.00637872489886,-0.6666666666666666,79.22222222222223,unfinished,late withdrawal,M,Scotland,HE Qualification,40-50%,35-55
4846,475681,393,987,29.477675168393677,23.333333333333332,91.0,finished,didn't withdraw,M,North Western Region,A Level or Equivalent,50-60%,0-35
4847,475688,4862,15587,55.258072219853524,7.181818181818182,71.0,finished,didn't withdraw,M,North Western Region,A Level or Equivalent,70-80%,0-35
4848,475734,7048,24920,70.81195755896975,2.125,63.625,finished,didn't withdraw,M,North Western Region,A Level or Equivalent,20-30%,35-55
4849,475811,6660,29976,74.72579244105783,-25.5,70.33333333333333,finished,didn't withdraw,M,London Region,Lower Than A Level,60-70%,0-35
4850,475839,600,2100,34.292856398964496,0.0,44.5,finished,didn't withdraw,M,South East Region,Lower Than A Level,20-30%,0-35
4851,475863,3630,7032,61.78866904733836,-4.166666666666667,88.0,finished,didn't withdraw,M,North Region,Lower Than A Level,10-20,35-55
4852,475883,9926,24248,67.51498087380526,0.14285714285714285,82.71428571428571,finished,didn't withdraw,M,South Region,HE Qualification,70-80%,0-35
4853,475893,340,1876,49.52939824308973,0.0,63.75,finished,didn't withdraw,M,South Region,A Level or Equivalent,70-80%,0-35
4854,475897,9823,28677,67.4026651257578,1.0909090909090908,66.72727272727273,finished,didn't withdraw,M,North Region,A Level or Equivalent,70-80%,35-55
4855,475908,2100,4038,61.78866904733836,-0.3333333333333333,65.0,finished,didn't withdraw,F,West Midlands Region,Lower Than A Level,40-50%,0-35
4856,475945,7776,23272,67.77339001677721,1.5,81.625,finished,didn't withdraw,F,Yorkshire Region,HE Qualification,70-80%,35-55
4857,475981,376,720,57.55164193454173,-6.75,78.875,finished,didn't withdraw,F,South Region,Lower Than A Level,30-40%,0-35
4858,476037,2881,8502,60.84562181292375,-26.615384615384617,67.38461538461539,unfinished,late withdrawal,F,South Region,Lower Than A Level,90-100%,35-55
4859,476041,6888,14532,67.51498087380526,-1.2857142857142858,62.642857142857146,finished,didn't withdraw,F,North Region,A Level or Equivalent,10-20,0-35
4860,476108,3384,16056,67.83312858281957,-0.125,83.125,finished,didn't withdraw,F,East Midlands Region,Lower Than A Level,80-90%,0-35
4861,476144,6034,14686,78.9986503016501,-0.5714285714285714,49.42857142857143,finished,didn't withdraw,F,North Western Region,HE Qualification,0-10%,0-35
4862,476170,272,750,14.528486606557582,0.0,54.5,finished,didn't withdraw,F,East Anglian Region,A Level or Equivalent,40-50%,0-35
4863,476194,9852,36012,73.73830297307703,-82.58333333333333,79.33333333333333,finished,didn't withdraw,M,Scotland,Lower Than A Level,50-60%,0-35
4864,476201,5412,14311,55.33879990675275,1.4545454545454546,87.72727272727273,finished,didn't withdraw,M,Yorkshire Region,HE Qualification,10-20,0-35
4865,476278,6908,34243,61.45146293336489,4.090909090909091,73.81818181818181,finished,didn't withdraw,F,Scotland,HE Qualification,70-80%,35-55
4866,476297,1485,4081,55.258072219853524,2.5454545454545454,74.0909090909091,unfinished,late withdrawal,F,Scotland,A Level or Equivalent,40-50%,35-55
4867,476355,154,504,14.405881151970743,-2.0,47.0,finished,didn't withdraw,M,London Region,Lower Than A Level,80-90%,35-55
4868,476369,2035,4884,55.29334708601861,1.0,91.18181818181819,finished,didn't withdraw,F,West Midlands Region,HE Qualification,10-20,0-35
4869,476401,18312,108384,80.08208257225466,-40.916666666666664,59.166666666666664,finished,didn't withdraw,M,Ireland,A Level or Equivalent,0-10%,0-35
4870,476438,2900,12972,52.69408568963567,-2.75,94.0,finished,didn't withdraw,F,South West Region,A Level or Equivalent,20-30%,35-55
4871,476457,53,111,0.0,0.0,68.0,unfinished,normal withdrawal,F,North Region,Lower Than A Level,20-30%,0-35
4872,476497,543,1836,41.32144163096852,-2.3333333333333335,59.0,finished,didn't withdraw,M,South Region,A Level or Equivalent,60-70%,0-35
4873,476520,4548,28068,79.31630561163236,-4.5,77.16666666666667,finished,didn't withdraw,M,South East Region,Lower Than A Level,30-40%,0-35
4874,476596,4130,33230,57.899432672500936,1.7,80.7,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,70-80%,35-55
4875,476603,2355,6825,72.37905916166778,10.2,83.8,finished,didn't withdraw,M,Wales,A Level or Equivalent,0-10%,0-35
4876,476629,8280,35496,80.03509982689516,-28.25,64.08333333333333,finished,didn't withdraw,F,Wales,Lower Than A Level,80-90%,0-35
4877,476637,10290,23352,67.56406483584935,-0.9285714285714286,96.78571428571429,finished,didn't withdraw,M,North Region,HE Qualification,80-90%,35-55
4878,476709,3762,11099,55.29334708601861,3.5454545454545454,82.45454545454545,finished,didn't withdraw,F,South East Region,HE Qualification,80-90%,0-35
4879,476710,5148,9669,55.29334708601861,1.8181818181818181,83.27272727272727,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,10-20,0-35
4880,476769,1310,3900,66.12110101926615,-2.4,72.4,finished,didn't withdraw,F,South East Region,A Level or Equivalent,70-80%,0-35
4881,476783,8965,27698,55.29334708601861,0.8181818181818182,90.36363636363636,finished,didn't withdraw,F,South Region,A Level or Equivalent,70-80%,0-35
4882,476816,532,1020,28.151762629193126,2.0,80.5,finished,didn't withdraw,F,London Region,A Level or Equivalent,10-20,0-35
4883,476822,4760,10031,79.06233322235192,2.7142857142857144,46.285714285714285,finished,didn't withdraw,F,London Region,A Level or Equivalent,40-50%,0-35
4884,476845,7728,40080,73.75529140849955,-5.5,75.83333333333333,finished,didn't withdraw,M,London Region,HE Qualification,70-80%,0-35
4885,476910,2926,4844,67.53705541448791,0.42857142857142855,86.92857142857143,finished,didn't withdraw,M,East Midlands Region,A Level or Equivalent,50-60%,0-35
4886,476912,41,185,0.0,12.0,68.0,finished,didn't withdraw,M,Ireland,A Level or Equivalent,30-40%,0-35
4887,476921,210,576,64.60185755843247,-38.0,66.66666666666667,finished,didn't withdraw,M,North Western Region,Lower Than A Level,0-10%,0-35
4888,476937,4160,12095,44.602690501807174,0.8,55.2,finished,didn't withdraw,M,South East Region,Lower Than A Level,60-70%,35-55
4889,476946,114,363,0.0,0.0,72.0,finished,didn't withdraw,F,East Midlands Region,Lower Than A Level,30-40%,35-55
4890,476964,20174,51002,67.51498087380526,-1.5,91.64285714285714,finished,didn't withdraw,M,South Region,HE Qualification,70-80%,35-55
4891,477009,935,1804,55.33879990675275,-0.5454545454545454,62.81818181818182,finished,didn't withdraw,F,Wales,A Level or Equivalent,80-90%,35-55
4892,477011,13904,57365,55.22990088372744,2.3636363636363638,75.0,finished,didn't withdraw,F,London Region,A Level or Equivalent,20-30%,0-35
4893,477067,4986,19944,68.93333647843241,-1.6666666666666667,88.0,finished,didn't withdraw,F,South Region,A Level or Equivalent,80-90%,0-35
4894,477099,7838,27936,72.62081329419944,10.227272727272727,74.875,finished,didn't withdraw,M,London Region,A Level or Equivalent,20-30%,0-35
4895,477120,2148,5682,78.67289576659732,-5.833333333333333,87.0,finished,didn't withdraw,F,South East Region,HE Qualification,40-50%,0-35
4896,477128,6228,16476,78.67289576659732,-4.666666666666667,87.0,finished,didn't withdraw,F,East Midlands Region,A Level or Equivalent,60-70%,0-35
4897,477161,3521,11438,79.06233322235192,-1.8571428571428572,57.714285714285715,finished,didn't withdraw,M,North Western Region,Lower Than A Level,20-30%,0-35
4898,477164,780,1400,57.54296441462839,1.7,71.0,finished,didn't withdraw,M,South West Region,A Level or Equivalent,30-40%,0-35
4899,477167,6556,19250,55.33879990675275,0.8181818181818182,91.0909090909091,finished,didn't withdraw,F,Scotland,HE Qualification,80-90%,35-55
4900,477185,12012,52485,81.04876208899303,-41.51977401129943,76.85875706214689,unfinished,late withdrawal,M,South East Region,A Level or Equivalent,30-40%,35-55
4901,477319,456,2052,15.409787099812199,3.3333333333333335,59.333333333333336,unfinished,late withdrawal,F,South Region,HE Qualification,60-70%,35-55
4902,477348,2317,4312,79.06233322235192,-4.714285714285714,84.57142857142857,finished,didn't withdraw,F,South West Region,A Level or Equivalent,50-60%,0-35
4903,477354,8190,21606,61.78866904733836,8.333333333333334,76.33333333333333,finished,didn't withdraw,M,London Region,Lower Than A Level,60-70%,35-55
4904,477412,924,2172,51.812850033282565,-6.75,78.5,finished,didn't withdraw,M,West Midlands Region,HE Qualification,10-20,0-35
4905,477451,2585,6985,63.385182820337754,-0.09090909090909091,63.09090909090909,finished,didn't withdraw,M,South Region,A Level or Equivalent,90-100%,0-35
4906,477468,945,3339,58.62405542278559,-34.666666666666664,68.88888888888889,finished,didn't withdraw,F,South Region,Lower Than A Level,70-80%,0-35
4907,477517,13065,35854,66.02541929321134,-3.230769230769231,90.92307692307692,finished,didn't withdraw,M,South Region,Post Graduate Qualification,90-100%,35-55
4908,477556,560,1450,63.301240578866455,4.2,62.8,finished,didn't withdraw,F,South East Region,A Level or Equivalent,50-60%,0-35
4909,477588,5268,21780,74.74955640808918,-51.666666666666664,67.75,finished,didn't withdraw,M,South Region,A Level or Equivalent,40-50%,0-35
4910,477650,630,3192,62.76786501107698,-15.0,75.0,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,20-30%,0-35
4911,477734,3289,7392,55.29334708601861,0.09090909090909091,75.27272727272727,finished,didn't withdraw,F,East Anglian Region,No Formal quals,40-50%,0-35
4912,477779,1575,2853,63.239290676798866,0.4444444444444444,68.33333333333333,finished,didn't withdraw,F,London Region,A Level or Equivalent,10-20,0-35
4913,477812,13896,63816,74.07198839896355,-79.42424242424242,87.83333333333333,unfinished,late withdrawal,M,Scotland,Lower Than A Level,70-80%,0-35
4914,477825,1120,2700,62.65072260938625,2.9,74.7,finished,didn't withdraw,F,South East Region,Lower Than A Level,40-50%,0-35
4915,477833,16860,77916,84.78156102337435,-93.5,66.45495495495496,unfinished,late withdrawal,M,London Region,Lower Than A Level,50-60%,35-55
4916,477835,420,903,37.27027194335597,3.0,69.42857142857143,unfinished,late withdrawal,F,South West Region,A Level or Equivalent,10-20,0-35
4917,478025,86,214,0.0,2.0,30.0,unfinished,early withdrawal,M,South West Region,No Formal quals,20-30%,0-35
4918,478069,505,970,63.61917949800988,2.0,79.8,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,10-20,35-55
4919,478073,5423,26532,76.93616052721231,-57.72727272727273,82.27272727272727,finished,didn't withdraw,F,South Region,A Level or Equivalent,70-80%,0-35
4920,478212,1970,6942,50.05245500220995,2.217948717948718,47.47435897435897,finished,didn't withdraw,M,Scotland,HE Qualification,20-30%,0-35
4921,478213,6412,13958,67.56406483584935,1.2857142857142858,72.64285714285714,finished,didn't withdraw,M,North Region,Post Graduate Qualification,10-20,0-35
4922,478238,3846,8010,78.59878091663967,-52.5,88.16666666666667,finished,didn't withdraw,F,East Anglian Region,Lower Than A Level,90-100%,0-35
4923,478242,1017,2061,64.58577692220759,6.111111111111111,85.44444444444444,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,70-80%,0-35
4924,478244,2037,4354,79.06233322235192,-3.5714285714285716,52.857142857142854,finished,didn't withdraw,M,North Western Region,A Level or Equivalent,80-90%,0-35
4925,478279,6612,31788,73.77512609795546,-8.416666666666666,83.08333333333333,finished,didn't withdraw,M,North Region,A Level or Equivalent,60-70%,0-35
4926,478289,760,1752,37.35572245319316,0.0,67.0,unfinished,late withdrawal,M,West Midlands Region,A Level or Equivalent,10-20,0-35
4927,478317,13220,42810,59.35210114978691,-30.894117647058824,68.62941176470588,unfinished,late withdrawal,F,Scotland,Lower Than A Level,0-10%,0-35
4928,478326,152,266,10.844353369380768,2.0,70.0,unfinished,normal withdrawal,M,East Anglian Region,Lower Than A Level,20-30%,0-35
4929,478332,8400,29508,79.2910898088614,-46.75,73.5,finished,didn't withdraw,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35
4930,478337,8916,38220,73.75529140849955,-0.5833333333333334,78.0,finished,didn't withdraw,F,London Region,Lower Than A Level,0-10%,0-35
4931,478346,18571,53529,69.40987130516677,1.1527093596059113,82.42857142857143,finished,didn't withdraw,M,South East Region,HE Qualification,20-30%,0-35
4932,478412,2585,10210,66.19619599067883,-5.2,66.6,finished,didn't withdraw,F,North Western Region,A Level or Equivalent,80-90%,35-55
4933,478432,13548,81432,73.75529140849955,-15.333333333333334,74.41666666666667,finished,didn't withdraw,M,London Region,A Level or Equivalent,50-60%,35-55
4934,478435,212,1164,18.278153875348274,12.5,66.0,finished,didn't withdraw,M,South West Region,Lower Than A Level,30-40%,35-55
4935,478444,880,2046,55.399578398335194,1.4545454545454546,85.36363636363636,finished,didn't withdraw,F,South Region,Lower Than A Level,90-100%,35-55
4936,478513,6008,27360,70.74959562916344,2.75,77.125,finished,didn't withdraw,M,East Midlands Region,Lower Than A Level,60-70%,0-35
4937,478517,848,2148,34.23156438143019,0.0,86.75,finished,didn't withdraw,M,South West Region,A Level or Equivalent,60-70%,35-55
4938,478550,10736,39979,56.96051805571208,-1.02803738317757,84.8411214953271,finished,didn't withdraw,M,East Anglian Region,A Level or Equivalent,10-20,0-35
4939,478556,2583,6876,58.54520662392433,-48.111111111111114,84.44444444444444,finished,didn't withdraw,F,South Region,Lower Than A Level,50-60%,0-35
4940,478562,1688,6405,53.99753341794408,2.7954545454545454,61.31818181818182,unfinished,normal withdrawal,M,East Midlands Region,A Level or Equivalent,10-20,0-35
4941,478583,477,1590,98.02298581009678,-63.666666666666664,66.66666666666667,finished,didn't withdraw,F,London Region,A Level or Equivalent,20-30%,0-35
4942,478660,15564,57960,73.75529140849955,-64.75,91.16666666666667,finished,didn't withdraw,M,East Midlands Region,A Level or Equivalent,60-70%,35-55
4943,478685,71,220,0.0,0.0,80.0,finished,didn't withdraw,F,Scotland,A Level or Equivalent,90-100%,0-35
4944,478718,17,31,0.0,15.0,65.0,finished,didn't withdraw,F,East Anglian Region,Lower Than A Level,30-40%,0-35
4945,478744,29,76,0.0,3.0,25.0,unfinished,late withdrawal,F,North Western Region,A Level or Equivalent,50-60%,0-35
4946,478784,3195,8235,58.54520662392433,-47.0,93.33333333333333,finished,didn't withdraw,F,South Region,A Level or Equivalent,70-80%,0-35
4947,478791,4748,17020,46.145422308177004,-2.5,94.75,finished,didn't withdraw,M,West Midlands Region,HE Qualification,60-70%,35-55
4948,478792,3440,7350,52.43527655927927,4.9,60.8,finished,didn't withdraw,F,North Western Region,Lower Than A Level,0-10%,0-35
4949,478873,204,642,29.315262498988734,11.666666666666666,67.66666666666667,finished,didn't withdraw,F,North Western Region,Lower Than A Level,20-30%,0-35
4950,478886,2360,7528,60.60064881140826,-47.125,84.75,finished,didn't withdraw,F,Wales,Lower Than A Level,50-60%,35-55
4951,478967,1210,3597,61.45146293336489,-52.45454545454545,66.54545454545455,finished,didn't withdraw,F,Ireland,A Level or Equivalent,40-50%,35-55
4952,478977,246,810,50.038984801852244,2.0,67.0,unfinished,late withdrawal,F,North Western Region,HE Qualification,0-10%,0-35
4953,479020,7260,25410,61.40098944399996,2.3636363636363638,72.63636363636364,finished,didn't withdraw,F,South Region,Lower Than A Level,20-30%,35-55
4954,479057,8016,38724,73.77512609795546,-57.833333333333336,84.66666666666667,finished,didn't withdraw,M,North Region,Lower Than A Level,10-20,0-35
4955,479060,13706,98131,55.399578398335194,1.4545454545454546,95.27272727272727,finished,didn't withdraw,F,East Anglian Region,A Level or Equivalent,70-80%,0-35
4956,479061,3732,16932,74.74955640808918,-64.16666666666667,82.83333333333333,finished,didn't withdraw,M,South Region,A Level or Equivalent,60-70%,0-35
4957,479141,4452,8183,78.9986503016501,-4.428571428571429,81.42857142857143,finished,didn't withdraw,F,North Region,A Level or Equivalent,10-20,0-35
4958,479170,6391,15994,61.40098944399996,0.0,89.63636363636364,finished,didn't withdraw,F,Yorkshire Region,HE Qualification,20-30%,0-35
4959,479171,5400,16220,52.39844109526049,1.3,89.9,finished,didn't withdraw,F,South East Region,Lower Than A Level,60-70%,0-35
